Date,Open,High,Low,Close,Adj Close,Volume
1996-10-28,1.347656,1.347656,1.328222,1.342382,0.876929,665600
1996-10-29,1.281835,1.349609,1.281835,1.345019,0.878652,921600
1996-10-30,1.345019,1.345019,1.345019,1.345019,0.878652,0
1996-10-31,1.332031,1.335937,1.300781,1.327929,0.867488,460800
1996-11-01,1.327929,1.337890,1.327929,1.337890,0.873995,409600
1996-11-04,1.308789,1.328125,1.308789,1.328125,0.867616,153600
1996-11-05,1.311621,1.332031,1.311621,1.328125,0.867616,460800
1996-11-06,1.318164,1.328125,1.318164,1.328125,0.867616,409600
1996-11-07,1.337890,1.347363,1.337890,1.347363,0.880183,460800
1996-11-08,1.365136,1.365136,1.355566,1.355566,0.885542,153600
1996-11-11,1.349609,1.349609,1.338574,1.338574,0.874442,358400
1996-11-12,1.338574,1.338574,1.338574,1.338574,0.874442,0
1996-11-13,1.343847,1.357421,1.343847,1.357421,0.886754,358400
1996-11-14,1.357421,1.371093,1.357421,1.363574,0.890774,409600
1996-11-15,1.367187,1.367187,1.367187,1.367187,0.893134,102400
1996-11-18,1.365234,1.366699,1.357714,1.361035,0.889115,307200
1996-11-19,1.357519,1.378906,1.357519,1.369531,0.894665,1126400
1996-11-20,1.363378,1.371093,1.363378,1.371093,0.895685,153600
1996-11-21,1.369140,1.369140,1.365234,1.365234,0.891858,153600
1996-11-22,1.365234,1.367187,1.365234,1.366210,0.892496,307200
1996-11-25,1.347656,1.355468,1.347656,1.355468,0.885478,102400
1996-11-26,1.351562,1.355468,1.350000,1.350000,0.881906,256000
1996-11-27,1.343554,1.349609,1.343554,1.348632,0.881012,460800
1996-11-28,1.347656,1.357421,1.347656,1.354980,0.885159,512000
1996-11-29,1.338378,1.357421,1.338378,1.357421,0.886754,153600
1996-12-02,1.347656,1.357421,1.341601,1.356738,0.886308,921600
1996-12-03,1.367187,1.367187,1.339843,1.339843,0.875271,716800
1996-12-04,1.318359,1.328125,1.318359,1.327929,0.867488,1075200
1996-12-05,1.289062,1.324218,1.289062,1.324023,0.864936,1126400
1996-12-06,1.324414,1.347656,1.324218,1.347656,0.880375,716800
1996-12-09,1.347656,1.347656,1.347656,1.347656,0.880375,153600
1996-12-10,1.332031,1.345117,1.332031,1.342675,0.877121,256000
1996-12-11,1.367187,1.376953,1.365234,1.375976,0.898875,307200
1996-12-12,1.371093,1.376953,1.371093,1.376953,0.899513,768000
1996-12-13,1.367187,1.376953,1.367187,1.376953,0.899513,409600
1996-12-16,1.376953,1.386523,1.376953,1.383984,0.904106,409600
1996-12-17,1.390625,1.402343,1.386816,1.399804,0.914441,768000
1996-12-18,1.453125,1.453125,1.425781,1.435546,0.937790,512000
1996-12-19,1.455078,1.464843,1.437695,1.464843,0.956928,665600
1996-12-20,1.472656,1.490234,1.464843,1.490234,0.973516,1177600
1996-12-23,1.494140,1.500000,1.486328,1.494140,0.976067,1843200
1996-12-24,1.476562,1.503906,1.476562,1.484375,0.969688,1382400
1996-12-25,1.484375,1.484375,1.484375,1.484375,0.969688,0
1996-12-26,1.511718,1.513671,1.511718,1.513671,0.988826,153600
1996-12-27,1.513671,1.513671,1.513671,1.513671,0.988826,0
1996-12-30,1.513671,1.513671,1.513671,1.513671,0.988826,0
1996-12-31,1.523437,1.523437,1.503906,1.503906,0.982447,972800
1997-01-01,1.542968,1.582031,1.542968,1.543164,1.008093,665600
1997-01-02,1.562304,1.570312,1.544921,1.557421,1.017407,921600
1997-01-03,1.545019,1.560546,1.545019,1.554687,1.015621,768000
1997-01-06,1.580078,1.580078,1.562500,1.562500,1.020725,921600
1997-01-07,1.543066,1.568359,1.543066,1.565820,1.022894,819200
1997-01-08,1.582031,1.582031,1.562597,1.565625,1.022766,870400
1997-01-09,1.562500,1.581054,1.562500,1.580957,1.032782,972800
1997-01-10,1.600585,1.621093,1.591796,1.603613,1.047582,2150400
1997-01-13,1.620898,1.626757,1.615429,1.626757,1.062702,614400
1997-01-14,1.630859,1.630859,1.615332,1.628613,1.063914,921600
1997-01-15,1.676757,1.699218,1.675781,1.699023,1.109910,2918400
1997-01-16,1.728515,1.728515,1.584375,1.584375,1.035015,716800
1997-01-17,1.591796,1.621093,1.591796,1.621093,1.059001,2713600
1997-01-20,1.632714,1.644531,1.613281,1.613281,1.053899,614400
1997-01-21,1.582128,1.609375,1.572265,1.577539,1.030549,2867200
1997-01-22,1.603515,1.633789,1.593750,1.633789,1.067295,409600
1997-01-23,1.633789,1.633789,1.633789,1.633789,1.067295,0
1997-01-24,1.613476,1.613476,1.595703,1.598144,1.044010,2252800
1997-01-27,1.671679,1.699218,1.660156,1.660156,1.084520,921600
1997-01-28,1.636718,1.636718,1.615332,1.624609,1.061298,921600
1997-01-29,1.634765,1.634765,1.634765,1.634765,1.067933,358400
1997-01-30,1.617187,1.627929,1.613769,1.617480,1.056641,512000
1997-01-31,1.615234,1.630859,1.615234,1.628906,1.064106,768000
1997-02-03,1.615234,1.640625,1.615234,1.631054,1.065509,614400
1997-02-04,1.630859,1.683593,1.630859,1.636230,1.068890,2508800
1997-02-05,1.697265,1.698730,1.669921,1.669921,1.090899,665600
1997-02-06,1.650390,1.675781,1.650390,1.669921,1.090899,307200
1997-02-07,1.683593,1.689453,1.683593,1.683593,1.099830,204800
1997-02-10,1.699218,1.699218,1.689453,1.691406,1.104934,256000
1997-02-11,1.699218,1.738281,1.697265,1.738183,1.135492,1075200
1997-02-12,1.767578,1.767578,1.730957,1.757812,1.148315,256000
1997-02-13,1.756054,1.763671,1.751953,1.762402,1.151313,2201600
1997-02-14,1.853417,1.853417,1.748046,1.748730,1.142382,1075200
1997-02-17,1.787109,1.787109,1.748046,1.759667,1.149527,870400
1997-02-18,1.755859,1.767480,1.748046,1.754785,1.146337,1382400
1997-02-19,1.682617,1.777343,1.682617,1.777343,1.161073,972800
1997-02-20,1.773437,1.781250,1.767578,1.777441,1.161137,614400
1997-02-21,1.767675,1.798828,1.767675,1.798828,1.175109,3993600
1997-02-24,1.771484,1.777343,1.767773,1.768652,1.155396,307200
1997-02-25,1.777343,1.806640,1.769726,1.789355,1.168921,1382400
1997-02-26,1.796875,1.843750,1.796875,1.840527,1.202350,2457600
1997-02-27,1.836230,1.874023,1.835937,1.874023,1.224231,2048000
1997-02-28,1.972656,2.009765,1.972656,2.003906,1.309079,1024000
1997-03-03,2.263671,2.294335,2.187500,2.294238,1.498743,1894400
1997-03-04,2.294726,2.294921,2.177734,2.219824,1.450131,3276800
1997-03-05,2.343750,2.343750,2.207128,2.237304,1.461550,4249600
1997-03-06,2.296386,2.304687,2.083984,2.132031,1.392779,3993600
1997-03-07,2.132031,2.132031,2.132031,2.132031,1.392779,0
1997-03-10,1.992187,2.072265,1.992187,1.992285,1.301488,3430400
1997-03-11,2.050781,2.050781,1.916015,1.960644,1.280818,3174400
1997-03-12,2.031250,2.050781,1.985351,2.024218,1.322348,3379200
1997-03-13,2.029296,2.070312,2.027343,2.041015,1.333321,5222400
1997-03-14,2.041015,2.069335,2.035156,2.036132,1.330131,3430400
1997-03-17,1.939453,2.058593,1.939453,2.031250,1.326942,1638400
1997-03-18,2.035253,2.041015,1.972656,1.998828,1.305762,10496000
1997-03-19,2.027343,2.031250,1.998046,2.001562,1.307548,972800
1997-03-20,1.884960,2.009765,1.884960,2.001953,1.307803,2560000
1997-03-21,1.998046,2.001953,1.972753,1.998046,1.305251,8550400
1997-03-24,1.998046,1.998046,1.998046,1.998046,1.305251,0
1997-03-25,2.001953,2.080078,1.989355,2.051855,1.340402,2304000
1997-03-26,2.021679,2.072265,2.021679,2.072265,1.353735,1126400
1997-03-27,2.115136,2.148437,2.091796,2.147558,1.402922,2816000
1997-03-28,2.147558,2.147558,2.147558,2.147558,1.402922,0
1997-03-31,1.997265,1.997265,1.997265,1.997265,1.304740,51200
1997-04-01,1.855566,2.021386,1.855468,1.971875,1.288154,2969600
1997-04-02,2.050781,2.103515,2.050781,2.098437,1.370833,2150400
1997-04-03,2.109375,2.232421,2.109375,2.208300,1.442603,2355200
1997-04-04,2.362890,2.362890,2.261718,2.362890,1.543590,8448000
1997-04-07,2.364257,2.364257,2.364257,2.364257,1.544484,870400
1997-04-08,2.364257,2.364257,2.364257,2.364257,1.544484,0
1997-04-09,2.529687,2.529687,2.463867,2.479589,1.619826,12697600
1997-04-10,2.472656,2.480468,2.306152,2.335253,1.525536,15155200
1997-04-11,2.242382,2.333984,2.234375,2.324023,1.518199,9523200
1997-04-14,2.324023,2.324023,2.324023,2.324023,1.518199,0
1997-04-15,2.353515,2.392578,2.343750,2.379980,1.554755,5632000
1997-04-16,2.379980,2.379980,2.379980,2.379980,1.554755,0
1997-04-17,2.393750,2.421875,2.383789,2.419140,1.580336,2969600
1997-04-18,2.419140,2.419140,2.419140,2.419140,1.580336,0
1997-04-21,2.451171,2.497070,2.451171,2.491992,1.627928,3225600
1997-04-22,2.500000,2.548828,2.500000,2.539160,1.658741,8345600
1997-04-23,2.527343,2.529296,2.511718,2.529003,1.652105,2560000
1997-04-24,2.544531,2.544531,2.521679,2.535156,1.656126,1996800
1997-04-25,2.521679,2.587890,2.521679,2.583203,1.687514,3174400
1997-04-28,2.593750,2.764062,2.568359,2.763671,1.805406,11161600
1997-04-29,2.792968,2.910156,2.626953,2.750097,1.796539,8960000
1997-04-30,2.812500,2.925781,2.812500,2.835156,1.852104,16896000
1997-05-01,2.835156,2.835156,2.835156,2.835156,1.852104,0
1997-05-02,2.820312,2.831054,2.773437,2.803515,1.831434,7475200
1997-05-05,2.775390,2.798828,2.736328,2.746484,1.794178,10086400
1997-05-06,2.746093,2.773437,2.726562,2.767675,1.808022,7270400
1997-05-07,2.763671,2.811523,2.749023,2.790527,1.822950,7936000
1997-05-08,2.832031,2.884765,2.812500,2.860742,1.868819,18227200
1997-05-09,2.861328,2.888671,2.849609,2.863281,1.870477,7424000
1997-05-12,2.857421,2.861328,2.812500,2.823242,1.844322,5734400
1997-05-13,2.822265,2.842968,2.822265,2.837988,1.853955,2713600
1997-05-14,2.832031,2.835937,2.792968,2.832714,1.850510,3942400
1997-05-15,2.833007,2.833007,2.802929,2.811230,1.836474,1843200
1997-05-16,2.812500,2.816406,2.796875,2.808691,1.834816,2764800
1997-05-19,2.820312,2.854980,2.810546,2.828222,1.847574,3328000
1997-05-20,2.816406,2.832031,2.816406,2.828125,1.847511,2150400
1997-05-21,2.832031,2.832031,2.810546,2.815625,1.839346,2611200
1997-05-22,2.812500,2.812500,2.691406,2.727539,1.781803,16947200
1997-05-23,2.722656,2.831738,2.695312,2.782226,1.822748,20326400
1997-05-26,2.775390,2.822265,2.775390,2.805468,1.837975,9011200
1997-05-27,2.829882,2.910156,2.814550,2.865625,1.877386,20377600
1997-05-28,2.804687,2.825976,2.773632,2.812695,1.842710,4915200
1997-05-29,2.812402,2.825195,2.806640,2.819921,1.847443,819200
1997-05-30,2.832031,2.900390,2.832031,2.891601,1.894404,3174400
1997-06-02,2.867187,2.929687,2.867187,2.924707,1.916094,2150400
1997-06-03,2.929589,3.050781,2.929589,3.009179,1.971434,4556800
1997-06-04,2.992187,3.021484,2.988281,3.011718,1.973098,2406400
1997-06-05,3.027343,3.046875,2.999023,3.004296,1.968236,1587200
1997-06-06,2.984375,3.046875,2.934667,3.033789,1.987558,5939200
1997-06-09,3.042968,3.245996,3.037109,3.215917,2.106877,14694400
1997-06-10,3.204101,3.441113,3.204101,3.441113,2.254412,18534400
1997-06-11,3.537011,3.613281,3.378906,3.412304,2.235538,19148800
1997-06-12,3.413964,3.505859,3.378906,3.408789,2.233235,7526400
1997-06-13,3.341796,3.388671,3.339843,3.364160,2.203997,4147200
1997-06-16,3.242187,3.339843,3.134765,3.165136,2.073609,16025600
1997-06-17,3.300781,3.386718,3.300781,3.386718,2.218775,4659200
1997-06-18,3.613281,3.623828,3.613281,3.623828,2.374115,1894400
1997-06-19,3.808593,3.808593,3.535156,3.703320,2.426194,9267200
1997-06-20,3.740234,3.740234,3.633789,3.661328,2.398685,3788800
1997-06-23,3.623046,3.632812,3.554687,3.607519,2.363431,3225600
1997-06-24,3.537109,3.591796,3.417968,3.467968,2.272006,4352000
1997-06-25,3.515625,3.671875,3.515625,3.553710,2.328180,3328000
1997-06-26,3.566406,3.640625,3.554687,3.618164,2.370405,2048000
1997-06-27,3.586914,3.587890,3.536328,3.548828,2.324980,3328000
1997-06-30,3.544921,3.632812,3.544921,3.625878,2.375459,4352000
1997-07-01,3.662109,3.857421,3.662109,3.778417,2.475394,15104000
1997-07-02,3.798828,3.806640,3.705078,3.752148,2.458184,4812800
1997-07-03,3.746093,3.886718,3.701171,3.848242,2.521138,6246400
